/media/mike/WD_4TB/karyon_longread/concat_mrl20k_q15l15k_pepper/outputs/redundans/scaffolds.reduced.fasta /media/mike/WD_4TB/karyon_longread/data/assemblies/concat_mrl20k_q15l15k_pepper.fasta
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
37244	53552	17638	34193	16309	16556	95.45	1550294	334490	1.05	4.95	redundans_scaffold00016	986
216379	233954	196684	214179	17576	17496	95.54	1550294	334490	1.13	5.23	redundans_scaffold00016	986
345491	363415	316655	334490	17925	17836	93.12	1550294	334490	1.16	5.33	redundans_scaffold00016	986
394375	1164477	1	770103	770103	770103	100.00	1550294	982176	49.67	78.41	redundans_scaffold00016	230
661216	676361	712921	697675	15146	15247	95.06	1550294	744751	0.98	2.05	redundans_scaffold00016	12
700278	728308	662222	634135	28031	28088	99.21	1550294	744751	1.81	3.77	redundans_scaffold00016	12
858148	874987	504382	487454	16840	16929	96.84	1550294	744751	1.09	2.27	redundans_scaffold00016	12
1005319	1020886	346597	330959	15568	15639	97.61	1550294	744751	1.00	2.10	redundans_scaffold00016	12
1076182	1093477	280994	263617	17296	17378	97.78	1550294	744751	1.12	2.33	redundans_scaffold00016	12
1119831	1136208	21030	4751	16378	16280	90.04	1550294	27046	1.06	60.19	redundans_scaffold00016	814
1164493	1550294	385802	1	385802	385802	100.00	1550294	385802	24.89	100.00	redundans_scaffold00016	770
1257067	1279069	272294	249546	22003	22749	93.85	1550294	381463	1.42	5.96	redundans_scaffold00016	760
1301300	1322509	908311	929592	21210	21282	91.28	1550294	982176	1.37	2.17	redundans_scaffold00016	230
1308039	1326411	218315	200270	18373	18046	95.99	1550294	381463	1.19	4.73	redundans_scaffold00016	760
1341681	1357097	190437	175305	15417	15133	96.50	1550294	381463	0.99	3.97	redundans_scaffold00016	760
1421079	1439673	116190	97733	18595	18458	97.69	1550294	381463	1.20	4.84	redundans_scaffold00016	760
1422858	1443804	33156	54209	20947	21054	92.04	1550294	137424	1.35	15.32	redundans_scaffold00016	998
1454155	1471146	81385	64463	16992	16923	98.65	1550294	381463	1.10	4.44	redundans_scaffold00016	760
16	199836	199855	35	199821	199821	100.00	1432294	199855	13.95	99.98	redundans_scaffold00017	1048
199867	260537	60671	1	60671	60671	100.00	1432294	60671	4.24	100.00	redundans_scaffold00017	1604
260538	310733	50196	1	50196	50196	100.00	1432294	50196	3.50	100.00	redundans_scaffold00017	1466
315715	456384	147333	6664	140670	140670	100.00	1432294	147333	9.82	95.48	redundans_scaffold00017	630
360693	380019	43485	62808	19327	19324	99.79	1432294	142926	1.35	13.52	redundans_scaffold00017	878
456415	1432294	1	975880	975880	975880	100.00	1432294	975880	68.13	100.00	redundans_scaffold00017	222
1307270	1326894	362421	382102	19625	19682	97.96	1432294	496838	1.37	3.96	redundans_scaffold00017	674
1	924819	1	924819	924819	924819	100.00	924819	924819	100.00	100.00	redundans_scaffold00018	714
9967	29468	398608	418259	19502	19652	96.78	924819	1263523	2.11	1.56	redundans_scaffold00018	0
235101	254224	609072	628152	19124	19081	98.10	924819	1263523	2.07	1.51	redundans_scaffold00018	0
491139	513590	14474	36282	22452	21809	94.42	924819	314284	2.43	6.94	redundans_scaffold00018	356
513591	531057	876209	893234	17467	17026	93.74	924819	1263523	1.89	1.35	redundans_scaffold00018	0
1	35624	1	35624	35624	35624	100.00	1806866	35654	1.97	99.92	redundans_scaffold00019	654
35640	96616	1	60977	60977	60977	100.00	1806866	60977	3.37	100.00	redundans_scaffold00019	1992
97269	139426	59353	17196	42158	42158	100.00	1806866	59353	2.33	71.03	redundans_scaffold00019	750
139442	177565	38129	6	38124	38124	100.00	1806866	38129	2.11	99.99	redundans_scaffold00019	732
177581	394482	216915	14	216902	216902	100.00	1806866	216915	12.00	99.99	redundans_scaffold00019	248
394498	496919	304075	201654	102422	102422	100.00	1806866	304075	5.67	33.68	redundans_scaffold00019	402
496935	623952	1	127018	127018	127018	100.00	1806866	457333	7.03	27.77	redundans_scaffold00019	666
623968	807693	1	183726	183726	183726	100.00	1806866	308482	10.17	59.56	redundans_scaffold00019	1034
807709	883084	1	75376	75376	75376	100.00	1806866	81296	4.17	92.72	redundans_scaffold00019	1958
883100	1806866	1	923767	923767	923767	100.00	1806866	923767	51.13	100.00	redundans_scaffold00019	336
1046838	1062202	282195	297581	15365	15387	92.29	1806866	694223	0.85	2.22	redundans_scaffold00019	518
1	645367	1	645367	645367	645367	100.00	1822400	645385	35.41	100.00	redundans_scaffold00020	724
370598	390481	8794	28855	19884	20062	90.46	1822400	40148	1.09	49.97	redundans_scaffold00020	812
384538	400800	55792	72080	16263	16289	91.78	1822400	99517	0.89	16.37	redundans_scaffold00020	1228
645383	663923	1	18541	18541	18541	100.00	1822400	99714	1.02	18.59	redundans_scaffold00020	1522
663954	1092729	1	428776	428776	428776	100.00	1822400	431755	23.53	99.31	redundans_scaffold00020	762
914116	930530	518837	502445	16415	16393	98.25	1822400	1062192	0.90	1.54	redundans_scaffold00020	26
1092745	1213156	1	120412	120412	120412	100.00	1822400	904282	6.61	13.32	redundans_scaffold00020	322
1213187	1642471	1	429285	429285	429285	100.00	1822400	700987	23.56	61.24	redundans_scaffold00020	406
1642487	1822400	179914	1	179914	179914	100.00	1822400	179914	9.87	100.00	redundans_scaffold00020	1184
1	485404	485562	159	485404	485404	100.00	2653702	485562	18.29	99.97	redundans_scaffold00021	516
485420	749208	1	263789	263789	263789	100.00	2653702	263789	9.94	100.00	redundans_scaffold00021	816
699545	721144	500062	478447	21600	21616	99.56	2653702	871801	0.81	2.48	redundans_scaffold00021	468
700935	719056	636707	654796	18122	18090	93.16	2653702	1115537	0.68	1.62	redundans_scaffold00021	844
728528	748286	23725	4091	19759	19635	94.52	2653702	143435	0.74	13.69	redundans_scaffold00021	1876
753702	946194	198800	6308	192493	192493	100.00	2653702	198800	7.25	96.83	redundans_scaffold00021	916
946210	963376	1	17167	17167	17167	100.00	2653702	37283	0.65	46.05	redundans_scaffold00021	918
963392	1484130	520739	1	520739	520739	100.00	2653702	520739	19.62	100.00	redundans_scaffold00021	460
1258932	1279347	192399	171948	20416	20452	98.57	2653702	417189	0.77	4.90	redundans_scaffold00021	28
1290232	1306707	161706	145467	16476	16240	93.23	2653702	417189	0.62	3.89	redundans_scaffold00021	28
1422553	1440373	69588	51725	17821	17864	96.84	2653702	417189	0.67	4.28	redundans_scaffold00021	28
1484131	1518250	34120	1	34120	34120	100.00	2653702	34120	1.29	100.00	redundans_scaffold00021	1498
1518267	2288326	1	770060	770060	770060	100.00	2653702	899800	29.02	85.58	redundans_scaffold00021	152
1571094	1590837	649201	629481	19744	19721	96.83	2653702	694223	0.74	2.84	redundans_scaffold00021	518
1619501	1638105	594565	576034	18605	18532	97.17	2653702	694223	0.70	2.67	redundans_scaffold00021	518
1777745	1796388	798776	817479	18644	18704	95.75	2653702	1047152	0.70	1.79	redundans_scaffold00021	1086
1777745	1799821	119890	141933	22077	22044	99.04	2653702	197049	0.83	11.19	redundans_scaffold00021	430
1777745	1799099	825456	804037	21355	21420	94.99	2653702	1115537	0.80	1.92	redundans_scaffold00021	844
2027653	2043425	174251	158531	15773	15721	96.48	2653702	694223	0.59	2.26	redundans_scaffold00021	518
2288342	2491091	310454	107705	202750	202750	100.00	2653702	310454	7.64	65.31	redundans_scaffold00021	1304
2491107	2653702	1	162596	162596	162596	100.00	2653702	162596	6.13	100.00	redundans_scaffold00021	596
2579308	2595137	174036	158262	15830	15775	94.99	2653702	313903	0.60	5.03	redundans_scaffold00021	320
1	600600	872819	272220	600600	600600	100.00	1493455	872819	40.22	68.81	redundans_scaffold00022	480
600616	1493455	1	892840	892840	892840	100.00	1493455	892840	59.78	100.00	redundans_scaffold00022	44
1	245482	1	245482	245482	245482	100.00	1310203	245482	18.74	100.00	redundans_scaffold00023	1336
247790	1108291	1	860502	860502	860502	100.00	1310203	879924	65.68	97.79	redundans_scaffold00023	240
518344	535737	49321	66708	17394	17388	99.53	1310203	1046702	1.33	1.66	redundans_scaffold00023	258
518344	535737	104200	121542	17394	17343	98.18	1310203	264192	1.33	6.56	redundans_scaffold00023	302
518611	535739	152395	169503	17129	17109	97.82	1310203	395638	1.31	4.32	redundans_scaffold00023	1076
1029856	1046739	90359	73570	16884	16790	96.89	1310203	193888	1.29	8.66	redundans_scaffold00023	1338
1108307	1223928	407654	292233	115622	115422	99.58	1310203	407654	8.82	28.31	redundans_scaffold00023	780
1220986	1276298	55326	14	55313	55313	100.00	1310203	55326	4.22	99.98	redundans_scaffold00023	768
1232192	1250946	42111	23440	18755	18672	97.89	1310203	53796	1.43	34.71	redundans_scaffold00023	1122
1276314	1310203	33890	1	33890	33890	100.00	1310203	33890	2.59	100.00	redundans_scaffold00023	562
1	157435	189160	31726	157435	157435	100.00	1253400	189160	12.56	83.23	redundans_scaffold00024	1380
157451	1031453	1	874003	874003	874003	100.00	1253400	874003	69.73	100.00	redundans_scaffold00024	310
1041510	1086958	45449	1	45449	45449	100.00	1253400	45449	3.63	100.00	redundans_scaffold00024	1170
1087535	1122839	1	35305	35305	35305	100.00	1253400	38484	2.82	91.74	redundans_scaffold00024	1694
1094618	1111242	4378	20971	16625	16594	99.39	1253400	79033	1.33	21.00	redundans_scaffold00024	1178
1122855	1253400	130546	1	130546	130546	100.00	1253400	130546	10.42	100.00	redundans_scaffold00024	488
1	193253	1	193253	193253	193253	100.00	1053615	413575	18.34	46.73	redundans_scaffold00025	788
54713	84357	333589	303173	29645	30417	94.02	1053615	393818	2.81	7.72	redundans_scaffold00025	490
124510	142362	252983	235166	17853	17818	95.89	1053615	393818	1.69	4.52	redundans_scaffold00025	490
193269	1053615	1	860347	860347	860347	100.00	1053615	860347	81.66	100.00	redundans_scaffold00025	226
228658	247041	24989	43325	18384	18337	96.66	1053615	428885	1.74	4.28	redundans_scaffold00025	550
273354	305985	73408	105875	32632	32468	98.14	1053615	428885	3.10	7.57	redundans_scaffold00025	550
360682	388814	159000	187152	28133	28153	96.03	1053615	428885	2.67	6.56	redundans_scaffold00025	550
395545	432232	192871	230233	36688	37363	95.17	1053615	428885	3.48	8.71	redundans_scaffold00025	550
508487	525581	302869	320209	17095	17341	94.02	1053615	428885	1.62	4.04	redundans_scaffold00025	550
606954	623554	383127	399672	16601	16546	96.82	1053615	428885	1.58	3.86	redundans_scaffold00025	550
657543	678874	421163	399892	21332	21272	98.80	1053615	421163	2.02	5.05	redundans_scaffold00025	228
1	113958	1	113958	113958	113958	100.00	964633	414048	11.81	27.52	redundans_scaffold00026	68
113974	964633	1	850660	850660	850660	100.00	964633	850660	88.18	100.00	redundans_scaffold00026	906
927650	942763	317637	332801	15114	15165	93.63	964633	414048	1.57	3.66	redundans_scaffold00026	68
16	830020	1	830005	830005	830005	100.00	830020	830005	100.00	100.00	redundans_scaffold00027	386
392113	408034	353666	369754	15922	16089	96.61	830020	489341	1.92	3.29	redundans_scaffold00027	540
693609	708713	186694	201889	15105	15196	97.29	830020	347862	1.82	4.37	redundans_scaffold00027	154
723900	745294	221089	242490	21395	21402	97.33	830020	347862	2.58	6.15	redundans_scaffold00027	154
764711	785635	262144	283208	20925	21065	97.10	830020	347862	2.52	6.06	redundans_scaffold00027	154
1	18348	18409	1	18348	18409	99.35	2000886	21676	0.92	84.93	redundans_scaffold00028	1596
1	20445	39986	19483	20445	20504	98.99	2000886	39986	1.02	51.28	redundans_scaffold00028	1632
1	67817	1	67817	67817	67817	100.00	2000886	131101	3.39	51.73	redundans_scaffold00028	368
2	18060	18070	1	18059	18070	97.80	2000886	39986	0.90	45.19	redundans_scaffold00028	1632
67833	633710	577391	11514	565878	565878	100.00	2000886	577391	28.28	98.01	redundans_scaffold00028	458
118606	140365	19472	41770	21760	22299	95.35	2000886	63054	1.09	35.36	redundans_scaffold00028	1356
633726	1439152	1	805427	805427	805427	100.00	2000886	805427	40.25	100.00	redundans_scaffold00028	108
1196819	1216351	19835	298	19533	19538	99.72	2000886	21676	0.98	90.14	redundans_scaffold00028	1596
1196819	1216351	19501	11	19533	19491	97.55	2000886	39986	0.98	48.74	redundans_scaffold00028	1632
1440324	1519385	79066	5	79062	79062	100.00	2000886	79066	3.95	99.99	redundans_scaffold00028	1188
1519401	1549589	1	30189	30189	30189	100.00	2000886	293044	1.51	10.30	redundans_scaffold00028	718
1549605	1644760	95156	1	95156	95156	100.00	2000886	95156	4.76	100.00	redundans_scaffold00028	1558
1610074	1625461	24795	40020	15388	15226	97.72	2000886	41027	0.77	37.11	redundans_scaffold00028	1500
1649167	1786496	564664	427335	137330	137330	100.00	2000886	564664	6.86	24.32	redundans_scaffold00028	698
1786512	2000886	1	214375	214375	214375	100.00	2000886	214375	10.71	100.00	redundans_scaffold00028	1180
16	794727	1	794712	794712	794712	100.00	1399244	794746	56.80	100.00	redundans_scaffold00029	398
596333	613726	26511	43176	17394	16666	93.85	1399244	229068	1.24	7.28	redundans_scaffold00029	82
794743	814393	60858	41208	19651	19651	100.00	1399244	60858	1.40	32.29	redundans_scaffold00029	1786
818874	1159785	340912	1	340912	340912	100.00	1399244	340912	24.36	100.00	redundans_scaffold00029	296
1159786	1199563	39778	1	39778	39778	100.00	1399244	39778	2.84	100.00	redundans_scaffold00029	828
1163331	1178385	43286	58299	15055	15014	90.94	1399244	74118	1.08	20.26	redundans_scaffold00029	882
1199564	1399244	199681	1	199681	199681	100.00	1399244	199681	14.27	100.00	redundans_scaffold00029	826
1	133943	313903	179961	133943	133943	100.00	1457615	313903	9.19	42.67	redundans_scaffold00030	320
133959	685461	1	551503	551503	551503	100.00	1457615	551503	37.84	100.00	redundans_scaffold00030	102
706791	1457615	1	750825	750825	750825	100.00	1457615	750825	51.51	100.00	redundans_scaffold00030	246
832084	851863	117777	137698	19780	19922	95.73	1457615	174427	1.36	11.42	redundans_scaffold00030	616
897483	915490	156444	174427	18008	17984	98.98	1457615	174427	1.24	10.31	redundans_scaffold00030	616
1	294791	643850	349060	294791	294791	100.00	990839	643850	29.75	45.79	redundans_scaffold00032	172
294807	990839	1	696033	696033	696033	100.00	990839	696033	70.25	100.00	redundans_scaffold00032	134
760985	778244	964764	947473	17260	17292	99.07	990839	1200772	1.74	1.44	redundans_scaffold00032	136
863771	895508	319880	288329	31738	31552	98.11	990839	643850	3.20	4.90	redundans_scaffold00032	172
961404	984437	204713	181686	23034	23028	98.96	990839	643850	2.32	3.58	redundans_scaffold00032	172
1	695381	1	695381	695381	695381	100.00	695381	695381	100.00	100.00	redundans_scaffold00033	464
120011	141969	1328277	1350161	21959	21885	98.29	695381	1440284	3.16	1.52	redundans_scaffold00033	912
1	302695	1	302695	302695	302695	100.00	950330	398900	31.85	75.88	redundans_scaffold00034	1346
302711	950330	1	647620	647620	647620	100.00	950330	647620	68.15	100.00	redundans_scaffold00034	328
572204	587385	48326	63644	15182	15319	96.19	950330	314788	1.60	4.87	redundans_scaffold00034	656
832785	849051	298526	314788	16267	16263	96.09	950330	314788	1.71	5.17	redundans_scaffold00034	656
1	253630	350615	96986	253630	253630	100.00	895458	350615	28.32	72.34	redundans_scaffold00035	1368
253646	895458	1	641813	641813	641813	100.00	895458	641813	71.67	100.00	redundans_scaffold00035	270
1	629329	1	629329	629329	629329	100.00	629329	629329	100.00	100.00	redundans_scaffold00036	346
24882	40022	9991	25157	15141	15167	99.11	629329	91285	2.41	16.61	redundans_scaffold00036	1426
72154	87791	1108773	1124319	15638	15547	98.79	629329	1363323	2.48	1.14	redundans_scaffold00036	326
310794	331402	192612	213194	20609	20583	99.53	629329	222266	3.27	9.26	redundans_scaffold00036	640
310794	331344	478789	458286	20551	20504	99.34	629329	568477	3.27	3.61	redundans_scaffold00036	94
1	24978	4693	29657	24978	24965	98.11	937930	112723	2.66	22.15	redundans_scaffold00037	1766
1	115610	264725	149116	115610	115610	100.00	937930	264725	12.33	43.67	redundans_scaffold00037	98
115626	215439	1	99814	99814	99814	100.00	937930	99814	10.64	100.00	redundans_scaffold00037	1314
215440	312300	281614	184754	96861	96861	100.00	937930	281614	10.33	34.39	redundans_scaffold00037	252
312316	937930	1	625615	625615	625615	100.00	937930	625615	66.70	100.00	redundans_scaffold00037	314
1	585261	1	585261	585261	585261	100.00	1729101	616760	33.85	94.89	redundans_scaffold00038	876
585277	735457	338635	188455	150181	150181	100.00	1729101	338635	8.69	44.35	redundans_scaffold00038	1272
735473	969976	1	234504	234504	234504	100.00	1729101	234504	13.56	100.00	redundans_scaffold00038	1112
1006018	1202341	196327	4	196324	196324	100.00	1729101	196327	11.35	100.00	redundans_scaffold00038	1082
1211271	1729101	517831	1	517831	517831	100.00	1729101	517831	29.95	100.00	redundans_scaffold00038	380
1258077	1274534	254753	271183	16458	16431	99.25	1729101	948948	0.95	1.73	redundans_scaffold00038	138
10123	621594	1	611472	611472	611472	100.00	621594	611472	98.37	100.00	redundans_scaffold00039	584
1	237408	358937	121530	237408	237408	100.00	1427289	358937	16.63	66.14	redundans_scaffold00040	1062
168602	193847	65987	91192	25246	25206	98.67	1427289	91192	1.77	27.64	redundans_scaffold00040	1302
237424	296937	158036	98523	59514	59514	100.00	1427289	158036	4.17	37.66	redundans_scaffold00040	1322
309270	370130	1	60861	60861	60861	100.00	1427289	158220	4.26	38.47	redundans_scaffold00040	830
370146	484443	1	114298	114298	114298	100.00	1427289	210658	8.01	54.26	redundans_scaffold00040	46
484459	818420	362639	28678	333962	333962	100.00	1427289	362639	23.40	92.09	redundans_scaffold00040	1156
616788	634005	4011	21289	17218	17279	98.22	1427289	22125	1.21	78.10	redundans_scaffold00040	1790
818436	1427289	1	608854	608854	608854	100.00	1427289	608854	42.66	100.00	redundans_scaffold00040	804
1409431	1427267	276949	259094	17837	17856	99.53	1427289	568477	1.25	3.14	redundans_scaffold00040	94
1	118566	1	118566	118566	118566	100.00	908197	118566	13.06	100.00	redundans_scaffold00041	1142
123530	301916	184451	6065	178387	178387	100.00	908197	184451	19.64	96.71	redundans_scaffold00041	704
301932	908197	1	606266	606266	606266	100.00	908197	606266	66.75	100.00	redundans_scaffold00041	280
1	577362	1	577362	577362	577362	100.00	770032	605274	74.98	95.39	redundans_scaffold00042	1130
492082	508778	1098121	1081425	16697	16697	97.78	770032	1137748	2.17	1.47	redundans_scaffold00042	486
492096	508778	123754	107059	16683	16696	97.45	770032	167168	2.17	9.99	redundans_scaffold00042	178
577378	626539	264484	215323	49162	49162	100.00	770032	264484	6.38	18.59	redundans_scaffold00042	1416
626555	770032	1	143478	143478	143478	100.00	770032	143478	18.63	100.00	redundans_scaffold00042	536
16	216583	1	216568	216568	216568	100.00	1035768	323132	20.91	67.02	redundans_scaffold00043	190
216599	746158	1	529560	529560	529560	100.00	1035768	603357	51.13	87.77	redundans_scaffold00043	520
746174	853788	1	107615	107615	107615	100.00	1035768	127713	10.39	84.26	redundans_scaffold00043	150
853804	869549	1	15746	15746	15746	100.00	1035768	153804	1.52	10.24	redundans_scaffold00043	352
869565	1035768	1	166204	166204	166204	100.00	1035768	166204	16.05	100.00	redundans_scaffold00043	1614
888224	903715	65801	81296	15492	15496	99.70	1035768	81296	1.50	19.06	redundans_scaffold00043	1958
1	135393	1	135393	135393	135393	100.00	1084943	168132	12.48	80.53	redundans_scaffold00045	1684
135409	320553	185145	1	185145	185145	100.00	1084943	185145	17.06	100.00	redundans_scaffold00045	1154
321796	920700	1	598905	598905	598905	100.00	1084943	598905	55.20	100.00	redundans_scaffold00045	170
729945	757020	8943	36058	27076	27116	97.03	1084943	91793	2.50	29.54	redundans_scaffold00045	2058
761742	779188	20324	2875	17447	17450	99.21	1084943	62441	1.61	27.95	redundans_scaffold00045	700
761742	779188	841746	859216	17447	17471	99.05	1084943	1115537	1.61	1.57	redundans_scaffold00045	844
762045	779188	49589	66708	17144	17120	98.73	1084943	1046702	1.58	1.64	redundans_scaffold00045	258
792017	811828	47750	67825	19812	20076	95.67	1084943	91793	1.83	21.87	redundans_scaffold00045	2058
929200	1084943	1	155744	155744	155744	100.00	1084943	155744	14.36	100.00	redundans_scaffold00045	532
1	410133	1	410091	410133	410091	99.93	761887	588355	53.83	69.70	redundans_scaffold00046	290
406959	761887	354929	1	354929	354929	100.00	761887	354929	46.59	100.00	redundans_scaffold00046	874
496333	511936	127529	111932	15604	15598	99.62	761887	278026	2.05	5.61	redundans_scaffold00046	934
554947	573156	99597	81434	18210	18164	97.19	761887	99597	2.39	18.24	redundans_scaffold00046	2122
589500	613164	556838	580531	23665	23694	93.17	761887	588355	3.11	4.03	redundans_scaffold00046	290
591783	615572	69193	45309	23790	23885	95.38	761887	99597	3.12	23.98	redundans_scaffold00046	2122
718382	751062	17908	50365	32681	32458	95.25	761887	57582	4.29	56.37	redundans_scaffold00046	588
1	583971	1	583971	583971	583971	100.00	583971	583971	100.00	100.00	redundans_scaffold00047	420
1	410310	1	410310	410310	410310	100.00	538782	576569	76.16	71.16	redundans_scaffold00048	594
410326	538782	128457	1	128457	128457	100.00	538782	128457	23.84	100.00	redundans_scaffold00048	638
1	296584	1	296584	296584	296584	100.00	1698995	307369	17.46	96.49	redundans_scaffold00049	1216
296600	530349	1	233750	233750	233750	100.00	1698995	575656	13.76	40.61	redundans_scaffold00049	474
530365	1001376	471023	12	471012	471012	100.00	1698995	471023	27.72	100.00	redundans_scaffold00049	440
768035	783951	240189	224350	15917	15840	96.37	1698995	462090	0.94	3.43	redundans_scaffold00049	580
1001392	1028286	26949	55	26895	26895	100.00	1698995	26949	1.58	99.80	redundans_scaffold00049	1856
1012766	1028638	17897	2106	15873	15792	93.34	1698995	17897	0.93	88.24	redundans_scaffold00049	162
1041988	1101057	1	59070	59070	59070	100.00	1698995	59086	3.48	99.97	redundans_scaffold00049	156
1043615	1060930	11957	29272	17316	17316	99.66	1698995	30835	1.02	56.16	redundans_scaffold00049	2086
1051223	1069754	15506	33854	18532	18349	93.45	1698995	42502	1.09	43.17	redundans_scaffold00049	1910
1101073	1376689	1	275617	275617	275617	100.00	1698995	346850	16.22	79.46	redundans_scaffold00049	646
1376705	1698995	322291	1	322291	322291	100.00	1698995	322291	18.97	100.00	redundans_scaffold00049	1278
1	573991	1	573991	573991	573991	100.00	573991	573991	100.00	100.00	redundans_scaffold00050	622
1	570586	1	570586	570586	570586	100.00	570586	570586	100.00	100.00	redundans_scaffold00051	42
1	262755	1	262755	262755	262755	100.00	563463	538745	46.63	48.77	redundans_scaffold00053	942
262771	563463	1	300693	300693	300693	100.00	563463	300693	53.37	100.00	redundans_scaffold00053	690
1	533898	1	533898	533898	533898	100.00	533898	533898	100.00	100.00	redundans_scaffold00054	980
1	506787	1	506787	506787	506787	100.00	506787	506787	100.00	100.00	redundans_scaffold00055	570
1	502941	1	502941	502941	502941	100.00	502941	502941	100.00	100.00	redundans_scaffold00056	992
481448	497188	62701	78628	15741	15928	92.06	502941	78628	3.13	20.26	redundans_scaffold00056	1904
1	379127	1	379127	379127	379127	100.00	518129	501024	73.17	75.67	redundans_scaffold00057	432
379143	518129	138987	1	138987	138987	100.00	518129	138987	26.82	100.00	redundans_scaffold00057	1276
1	498536	1	498536	498536	498536	100.00	729395	498745	68.35	99.96	redundans_scaffold00058	1400
399795	416925	859223	842050	17131	17174	98.82	729395	1115537	2.35	1.54	redundans_scaffold00058	844
399802	417194	162938	180363	17393	17426	98.89	729395	304075	2.38	5.73	redundans_scaffold00058	402
498552	514470	167992	152092	15919	15901	98.36	729395	395638	2.18	4.02	redundans_scaffold00058	1076
498552	671457	1	172906	172906	172906	100.00	729395	208970	23.71	82.74	redundans_scaffold00058	678
671473	729395	57923	1	57923	57923	100.00	729395	57923	7.94	100.00	redundans_scaffold00058	1616
1	78066	1	78066	78066	78066	100.00	574376	78066	13.59	100.00	redundans_scaffold00059	1476
79034	574376	1	495343	495343	495343	100.00	574376	495343	86.24	100.00	redundans_scaffold00059	268
91669	108224	9149	25534	16556	16386	93.85	574376	291990	2.88	5.61	redundans_scaffold00059	1056
9531	100283	90753	1	90753	90753	100.00	100283	90753	90.50	100.00	redundans_scaffold00060	1438
1	472804	1	472804	472804	472804	100.00	472804	472804	100.00	100.00	redundans_scaffold00061	318
16	197537	197522	1	197522	197522	100.00	575474	197522	34.32	100.00	redundans_scaffold00062	612
202000	277231	1	75232	75232	75232	100.00	575474	467901	13.07	16.08	redundans_scaffold00062	234
214427	232990	298152	279504	18564	18649	96.98	575474	314284	3.23	5.93	redundans_scaffold00062	356
277247	575474	298228	1	298228	298228	100.00	575474	298228	51.82	100.00	redundans_scaffold00062	450
1	47799	1	47799	47799	47799	100.00	909534	157915	5.26	30.27	redundans_scaffold00065	1686
47815	226111	181931	3635	178297	178297	100.00	909534	181931	19.60	98.00	redundans_scaffold00065	1078
54993	73907	181057	199972	18915	18916	99.53	909534	871801	2.08	2.17	redundans_scaffold00065	468
167653	184293	122344	139132	16641	16789	94.25	909534	157915	1.83	10.63	redundans_scaffold00065	1686
185481	202244	140293	156499	16764	16207	95.62	909534	157915	1.84	10.26	redundans_scaffold00065	1686
226127	264517	1	38437	38391	38437	99.57	909534	116436	4.22	33.01	redundans_scaffold00065	1646
263670	318289	67214	12595	54620	54620	100.00	909534	67214	6.01	81.26	redundans_scaffold00065	510
287724	307463	27411	7901	19740	19511	94.51	909534	28851	2.17	67.63	redundans_scaffold00065	2016
318305	428223	1	109919	109919	109919	100.00	909534	230288	12.09	47.73	redundans_scaffold00065	818
428239	865521	1	437283	437283	437283	100.00	909534	437301	48.08	100.00	redundans_scaffold00065	1108
865537	909534	1	43998	43998	43998	100.00	909534	43998	4.84	100.00	redundans_scaffold00065	1948
1	435903	1	435903	435903	435903	100.00	854450	437050	51.02	99.74	redundans_scaffold00066	496
6782	22879	15915	32014	16098	16100	96.69	854450	53067	1.88	30.34	redundans_scaffold00066	686
23439	39332	32007	47928	15894	15922	97.61	854450	53067	1.86	30.00	redundans_scaffold00066	686
62193	77550	16989	32301	15358	15313	96.60	854450	369296	1.80	4.15	redundans_scaffold00066	498
265764	284675	218950	237858	18912	18909	97.37	854450	369296	2.21	5.12	redundans_scaffold00066	498
379679	395385	311889	327587	15707	15699	97.04	854450	369296	1.84	4.25	redundans_scaffold00066	498
404859	421173	337169	353400	16315	16232	95.19	854450	369296	1.91	4.40	redundans_scaffold00066	498
435919	478589	1	42671	42671	42671	100.00	854450	179477	4.99	23.78	redundans_scaffold00066	634
478605	854450	375846	1	375846	375846	100.00	854450	375846	43.99	100.00	redundans_scaffold00066	374
1	320360	1	320360	320360	320360	100.00	479289	429212	66.84	74.64	redundans_scaffold00067	860
320376	479289	158914	1	158914	158914	100.00	479289	158914	33.16	100.00	redundans_scaffold00067	1312
1	423346	1	423346	423346	423346	100.00	989223	423346	42.80	100.00	redundans_scaffold00068	858
423347	520612	97270	5	97266	97266	100.00	989223	97270	9.83	100.00	redundans_scaffold00068	254
520628	687342	1	166715	166715	166715	100.00	989223	166737	16.85	99.99	redundans_scaffold00068	1126
581951	597486	106486	90823	15536	15664	95.79	989223	153886	1.57	10.18	redundans_scaffold00068	608
687358	792138	383176	278396	104781	104781	100.00	989223	383176	10.59	27.35	redundans_scaffold00068	400
792154	810552	118177	99719	18399	18459	98.92	989223	141006	1.86	13.09	redundans_scaffold00068	238
792154	833218	60856	19792	41065	41065	100.00	989223	60856	4.15	67.48	redundans_scaffold00068	800
833234	989223	155990	1	155990	155990	100.00	989223	155990	15.77	100.00	redundans_scaffold00068	396
1	421213	1	421213	421213	421213	100.00	421213	421213	100.00	100.00	redundans_scaffold00069	60
1	420095	1	420095	420095	420095	100.00	420095	420095	100.00	100.00	redundans_scaffold00070	4
1	416680	1	416680	416680	416680	100.00	416680	416680	100.00	100.00	redundans_scaffold00071	894
