/media/mike/WD_4TB/karyon_longread/concat_mrl20k_q15l15k_pepper/outputs/redundans/scaffolds.reduced.fasta /media/mike/WD_4TB/karyon_longread/data/assemblies/concat_mrl20k_q15l15k_pepper.fasta
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
4634420	4637956	142303	145878	3537	3576	91.67	7631931	318689	0.05	1.12	redundans_scaffold00001	1494
4638114	4641104	145957	148868	2991	2912	90.12	7631931	318689	0.04	0.91	redundans_scaffold00001	1494
4641135	4642766	85079	86732	1632	1654	86.11	7631931	270136	0.02	0.61	redundans_scaffold00001	284
4641628	4642766	149474	150657	1139	1184	86.06	7631931	318689	0.01	0.37	redundans_scaffold00001	1494
4643469	4644554	151533	152590	1086	1058	90.33	7631931	318689	0.01	0.33	redundans_scaffold00001	1494
4645435	4646792	153483	154830	1358	1348	90.08	7631931	318689	0.02	0.42	redundans_scaffold00001	1494
4646886	4649018	93464	95594	2133	2131	92.63	7631931	270136	0.03	0.79	redundans_scaffold00001	284
4646905	4649770	155021	157886	2866	2866	91.49	7631931	318689	0.04	0.90	redundans_scaffold00001	1494
4649945	4651902	96542	98535	1958	1994	91.87	7631931	270136	0.03	0.74	redundans_scaffold00001	284
4649948	4651902	157887	159843	1955	1957	90.49	7631931	318689	0.03	0.61	redundans_scaffold00001	1494
4654261	4655762	161242	162700	1502	1459	93.82	7631931	318689	0.02	0.46	redundans_scaffold00001	1494
4654261	4655445	99932	101095	1185	1164	94.29	7631931	270136	0.02	0.43	redundans_scaffold00001	284
4656151	4659236	101381	104466	3086	3086	94.17	7631931	270136	0.04	1.14	redundans_scaffold00001	284
4656863	4659636	163647	166427	2774	2781	94.46	7631931	318689	0.04	0.87	redundans_scaffold00001	1494
4659777	4661528	105643	107410	1752	1768	90.02	7631931	270136	0.02	0.65	redundans_scaffold00001	284
4661338	4663101	167866	169562	1764	1697	89.66	7631931	318689	0.02	0.53	redundans_scaffold00001	1494
4663293	4669313	169671	175729	6021	6059	89.74	7631931	318689	0.08	1.90	redundans_scaffold00001	1494
4663293	4664532	109703	110888	1240	1186	91.17	7631931	270136	0.02	0.44	redundans_scaffold00001	284
4668655	4669958	116810	118107	1304	1298	89.97	7631931	270136	0.02	0.48	redundans_scaffold00001	284
4669961	4673319	118796	122062	3359	3267	89.77	7631931	270136	0.04	1.21	redundans_scaffold00001	284
4670060	4673224	176691	179773	3165	3083	88.94	7631931	318689	0.04	0.97	redundans_scaffold00001	1494
4680889	4684264	194533	197853	3376	3321	93.27	7631931	318689	0.04	1.04	redundans_scaffold00001	1494
4682302	4686658	130619	134961	4357	4343	92.73	7631931	270136	0.06	1.61	redundans_scaffold00001	284
4684355	4686607	198405	200653	2253	2249	93.39	7631931	318689	0.03	0.71	redundans_scaffold00001	1494
4686965	4693343	135185	141595	6379	6411	89.63	7631931	270136	0.08	2.37	redundans_scaffold00001	284
4687684	4689826	201581	203726	2143	2146	91.32	7631931	318689	0.03	0.67	redundans_scaffold00001	1494
4689822	4692197	204361	206629	2376	2269	90.23	7631931	318689	0.03	0.71	redundans_scaffold00001	1494
4692199	4693343	156233	157317	1145	1085	87.53	7631931	270136	0.02	0.40	redundans_scaffold00001	284
4693540	4694801	213837	215122	1262	1286	86.19	7631931	318689	0.02	0.40	redundans_scaffold00001	1494
4693540	4694801	141714	143014	1262	1301	85.48	7631931	270136	0.02	0.48	redundans_scaffold00001	284
4693540	4694801	157436	158731	1262	1296	85.48	7631931	270136	0.02	0.48	redundans_scaffold00001	284
4693540	4694801	168711	170017	1262	1307	85.05	7631931	270136	0.02	0.48	redundans_scaffold00001	284
4694988	4696474	143126	144598	1487	1473	90.53	7631931	270136	0.02	0.55	redundans_scaffold00001	284
4694988	4696474	158843	160321	1487	1479	90.43	7631931	270136	0.02	0.55	redundans_scaffold00001	284
4694988	4696474	170129	171603	1487	1475	89.79	7631931	270136	0.02	0.55	redundans_scaffold00001	284
4697619	4705075	123061	115614	7457	7448	95.14	7631931	229068	0.10	3.25	redundans_scaffold00001	82
4697653	4705076	179794	187212	7424	7419	94.89	7631931	318689	0.10	2.33	redundans_scaffold00001	1494
4697653	4705076	238311	245732	7424	7422	94.97	7631931	496838	0.10	1.49	redundans_scaffold00001	674
4711494	4713015	191612	193110	1522	1499	89.47	7631931	270136	0.02	0.55	redundans_scaffold00001	284
4714571	4716658	195099	197270	2088	2172	92.14	7631931	270136	0.03	0.80	redundans_scaffold00001	284
4716813	4718648	197276	199107	1836	1832	90.88	7631931	270136	0.02	0.68	redundans_scaffold00001	284
4717898	4720077	245093	247212	2180	2120	90.43	7631931	318689	0.03	0.67	redundans_scaffold00001	1494
4722052	4723460	203115	204491	1409	1377	83.05	7631931	270136	0.02	0.51	redundans_scaffold00001	284
4725484	4728273	252800	255530	2790	2731	90.46	7631931	318689	0.04	0.86	redundans_scaffold00001	1494
4725484	4729457	207179	211078	3974	3900	91.21	7631931	270136	0.05	1.44	redundans_scaffold00001	284
4728356	4729457	255669	256783	1102	1115	92.14	7631931	318689	0.01	0.35	redundans_scaffold00001	1494
4729462	4733492	215930	220013	4031	4084	91.53	7631931	270136	0.05	1.51	redundans_scaffold00001	284
4730263	4733488	258755	262009	3226	3255	90.28	7631931	318689	0.04	1.02	redundans_scaffold00001	1494
4733573	4736777	220149	223423	3205	3275	91.36	7631931	270136	0.04	1.21	redundans_scaffold00001	284
4737984	4740484	224003	226484	2501	2482	94.64	7631931	270136	0.03	0.92	redundans_scaffold00001	284
4741310	4743171	226490	228339	1862	1850	92.92	7631931	270136	0.02	0.68	redundans_scaffold00001	284
4743896	4745222	228330	229636	1327	1307	89.09	7631931	270136	0.02	0.48	redundans_scaffold00001	284
4746168	4753288	232065	239206	7121	7142	92.41	7631931	270136	0.09	2.64	redundans_scaffold00001	284
4746170	4753340	275251	282432	7171	7182	92.31	7631931	318689	0.09	2.25	redundans_scaffold00001	1494
4754655	4757468	283397	286212	2814	2816	92.80	7631931	318689	0.04	0.88	redundans_scaffold00001	1494
4754659	4755990	240385	241687	1332	1303	90.70	7631931	270136	0.02	0.48	redundans_scaffold00001	284
4758154	4761422	243015	246267	3269	3253	91.92	7631931	270136	0.04	1.20	redundans_scaffold00001	284
4758685	4765067	287593	293922	6383	6330	92.31	7631931	318689	0.08	1.99	redundans_scaffold00001	1494
4762016	4763804	246505	248292	1789	1788	91.66	7631931	270136	0.02	0.66	redundans_scaffold00001	284
4763795	4765267	249402	250863	1473	1462	94.60	7631931	270136	0.02	0.54	redundans_scaffold00001	284
4765268	4768502	1772324	1769087	3235	3238	99.78	7631931	2072160	0.04	0.16	redundans_scaffold00001	40
4770255	4771386	296230	297253	1132	1024	85.99	7631931	318689	0.01	0.32	redundans_scaffold00001	1494
4770255	4771386	251885	252896	1132	1012	86.50	7631931	270136	0.01	0.37	redundans_scaffold00001	284
4773611	4774904	300184	301433	1294	1250	86.98	7631931	318689	0.02	0.39	redundans_scaffold00001	1494
4774904	4776991	302223	304248	2088	2026	91.05	7631931	318689	0.03	0.64	redundans_scaffold00001	1494
4777496	4788984	16614	5101	11489	11514	96.49	7631931	584395	0.15	1.97	redundans_scaffold00001	294
4789836	4791079	119598	118360	1244	1239	96.48	7631931	197855	0.02	0.63	redundans_scaffold00001	1092
4789847	4791079	216920	218147	1233	1228	99.51	7631931	222266	0.02	0.55	redundans_scaffold00001	640
4789852	4791079	89628	88400	1228	1229	96.36	7631931	251885	0.02	0.49	redundans_scaffold00001	1166
4789852	4791079	2055594	2054367	1228	1228	99.19	7631931	2072160	0.02	0.06	redundans_scaffold00001	40
4809041	4811534	2054373	2051878	2494	2496	99.80	7631931	2072160	0.03	0.12	redundans_scaffold00001	40
4809041	4812230	218141	221328	3190	3188	99.81	7631931	222266	0.04	1.43	redundans_scaffold00001	640
4813784	4818733	306341	311356	4950	5016	90.09	7631931	318689	0.06	1.57	redundans_scaffold00001	1494
4821451	4825796	314390	318689	4346	4300	94.72	7631931	318689	0.06	1.35	redundans_scaffold00001	1494
4827821	4832744	1509	6438	4924	4930	91.56	7631931	66729	0.06	7.39	redundans_scaffold00001	1342
4833066	4834565	6703	8199	1500	1497	93.66	7631931	66729	0.02	2.24	redundans_scaffold00001	1342
4834612	4835616	566376	565374	1005	1003	93.62	7631931	576569	0.01	0.17	redundans_scaffold00001	594
4835615	4838369	8200	10922	2755	2723	91.77	7631931	66729	0.04	4.08	redundans_scaffold00001	1342
4839301	4842078	10938	13750	2778	2813	93.97	7631931	66729	0.04	4.22	redundans_scaffold00001	1342
4842411	4845049	14008	16666	2639	2659	95.09	7631931	66729	0.03	3.98	redundans_scaffold00001	1342
4845250	4847183	16702	18619	1934	1918	91.92	7631931	66729	0.03	2.87	redundans_scaffold00001	1342
4847281	4850903	18622	22292	3623	3671	91.44	7631931	66729	0.05	5.50	redundans_scaffold00001	1342
4851073	4855761	22553	27228	4689	4676	95.88	7631931	66729	0.06	7.01	redundans_scaffold00001	1342
4855760	4857797	27274	29310	2038	2037	98.48	7631931	66729	0.03	3.05	redundans_scaffold00001	1342
4870791	4873124	33001	35293	2334	2293	93.44	7631931	66729	0.03	3.44	redundans_scaffold00001	1342
4876257	4881060	146342	141592	4804	4751	94.72	7631931	381463	0.06	1.25	redundans_scaffold00001	760
4876265	4881750	2744	8221	5486	5478	99.47	7631931	76307	0.07	7.18	redundans_scaffold00001	1026
4880097	4881365	1128902	1127630	1269	1273	90.42	7631931	1363323	0.02	0.09	redundans_scaffold00001	326
4887256	4889422	47612	49772	2167	2161	92.66	7631931	66729	0.03	3.24	redundans_scaffold00001	1342
4891296	4895635	51086	55441	4340	4356	88.45	7631931	66729	0.06	6.53	redundans_scaffold00001	1342
4901438	4903560	27406	25288	2123	2119	93.46	7631931	33506	0.03	6.32	redundans_scaffold00001	1470
4905467	4908356	23192	20338	2890	2855	92.64	7631931	33506	0.04	8.52	redundans_scaffold00001	1470
4909208	4910272	1070	3	1065	1068	92.40	7631931	33506	0.01	3.19	redundans_scaffold00001	1470
4911187	4912779	31446	29842	1593	1605	94.07	7631931	32742	0.02	4.90	redundans_scaffold00001	1468
4923913	4925634	20668	18955	1722	1714	92.44	7631931	32742	0.02	5.23	redundans_scaffold00001	1468
4926521	4927613	479238	480330	1093	1093	98.27	7631931	1062192	0.01	0.10	redundans_scaffold00001	26
4926527	4927609	159008	157928	1083	1081	96.19	7631931	1009615	0.01	0.11	redundans_scaffold00001	736
4926532	4927616	157928	159010	1085	1083	92.39	7631931	1009615	0.01	0.11	redundans_scaffold00001	736
4938826	4941279	7322	4751	2454	2572	88.77	7631931	32742	0.03	7.86	redundans_scaffold00001	1468
4946239	4948282	91407	89397	2044	2011	92.15	7631931	91407	0.03	2.20	redundans_scaffold00001	1576
4946591	4948296	146	1843	1706	1698	92.72	7631931	84797	0.02	2.00	redundans_scaffold00001	708
4948554	4950276	2080	3741	1723	1662	87.73	7631931	84797	0.02	1.96	redundans_scaffold00001	708
4953105	4957018	6472	10336	3914	3865	92.54	7631931	84797	0.05	4.56	redundans_scaffold00001	708
4957285	4959427	10333	12424	2143	2092	90.68	7631931	84797	0.03	2.47	redundans_scaffold00001	708
4960053	4961133	77930	76847	1081	1084	88.11	7631931	91407	0.01	1.19	redundans_scaffold00001	1576
4960056	4961133	12910	13975	1078	1066	89.47	7631931	84797	0.01	1.26	redundans_scaffold00001	708
4971417	4975557	69813	65689	4141	4125	91.05	7631931	91407	0.05	4.51	redundans_scaffold00001	1576
4971430	4981126	19429	29094	9697	9666	91.09	7631931	84797	0.13	11.40	redundans_scaffold00001	708
4975550	4976846	65034	63708	1297	1327	91.57	7631931	91407	0.02	1.45	redundans_scaffold00001	1576
4976899	4981126	61436	57206	4228	4231	91.87	7631931	91407	0.06	4.63	redundans_scaffold00001	1576
4982411	4983697	56001	54721	1287	1281	90.87	7631931	91407	0.02	1.40	redundans_scaffold00001	1576
4982411	4983711	30300	31590	1301	1291	90.79	7631931	84797	0.02	1.52	redundans_scaffold00001	708
4984424	4989584	52428	47243	5161	5186	92.24	7631931	91407	0.07	5.67	redundans_scaffold00001	1576
4984425	4989584	33419	38555	5160	5137	91.89	7631931	84797	0.07	6.06	redundans_scaffold00001	708
4994684	4995820	44104	45250	1137	1147	88.07	7631931	84797	0.01	1.35	redundans_scaffold00001	708
4996025	4997275	39213	37835	1251	1379	80.68	7631931	91407	0.02	1.51	redundans_scaffold00001	1576
4996096	4997278	45472	46746	1183	1275	84.31	7631931	84797	0.02	1.50	redundans_scaffold00001	708
4998255	5000716	37587	34944	2462	2644	82.22	7631931	91407	0.03	2.89	redundans_scaffold00001	1576
4998255	5000716	46976	49458	2462	2483	87.87	7631931	84797	0.03	2.93	redundans_scaffold00001	708
5001494	5004736	50474	53624	3243	3151	88.01	7631931	84797	0.04	3.72	redundans_scaffold00001	708
5001537	5004731	33820	30510	3195	3311	83.74	7631931	91407	0.04	3.62	redundans_scaffold00001	1576
5004761	5014624	1868195	1858313	9864	9883	97.74	7631931	2072160	0.13	0.48	redundans_scaffold00001	40
5004762	5014624	4245	14113	9863	9869	99.68	7631931	37951	0.13	26.00	redundans_scaffold00001	1012
5004762	5007987	137768	141006	3226	3239	98.27	7631931	141006	0.04	2.30	redundans_scaffold00001	238
5014683	5016625	53702	55631	1943	1930	93.08	7631931	84797	0.03	2.28	redundans_scaffold00001	708
5016620	5023209	56121	62622	6590	6502	91.40	7631931	84797	0.09	7.67	redundans_scaffold00001	708
5024890	5026868	298958	301025	1979	2068	93.04	7631931	458017	0.03	0.45	redundans_scaffold00001	1540
5024890	5026789	419543	421538	1900	1996	93.65	7631931	535692	0.02	0.37	redundans_scaffold00001	948
5034296	5035774	68916	70408	1479	1493	87.98	7631931	84797	0.02	1.76	redundans_scaffold00001	708
5035984	5037385	71005	72394	1402	1390	93.98	7631931	84797	0.02	1.64	redundans_scaffold00001	708
5041706	5043049	1147401	1146069	1344	1333	97.93	7631931	1233938	0.02	0.11	redundans_scaffold00001	48
5051763	5057104	34230	28801	5342	5430	89.59	7631931	34609	0.07	15.69	redundans_scaffold00001	802
5058585	5065705	27975	20940	7121	7036	89.30	7631931	34609	0.09	20.33	redundans_scaffold00001	802
5065880	5067136	20928	19672	1257	1257	91.51	7631931	34609	0.02	3.63	redundans_scaffold00001	802
5067315	5068426	19617	18488	1112	1130	87.57	7631931	34609	0.01	3.27	redundans_scaffold00001	802
5068536	5070121	18488	16912	1586	1577	89.80	7631931	34609	0.02	4.56	redundans_scaffold00001	802
5075812	5078113	12114	9820	2302	2295	89.35	7631931	34609	0.03	6.63	redundans_scaffold00001	802
5078140	5083983	8090	2193	5844	5898	88.07	7631931	34609	0.08	17.04	redundans_scaffold00001	802
5084254	5086293	2041	1	2040	2041	90.97	7631931	34609	0.03	5.90	redundans_scaffold00001	802
5117655	5119581	73575	71714	1927	1862	89.55	7631931	98645	0.03	1.89	redundans_scaffold00001	1474
5131923	5133272	154412	155764	1350	1353	99.41	7631931	730308	0.02	0.19	redundans_scaffold00001	546
5131949	5133270	143787	142465	1322	1323	99.02	7631931	272732	0.02	0.49	redundans_scaffold00001	130
5133861	5137660	59115	55308	3800	3808	94.20	7631931	98645	0.05	3.86	redundans_scaffold00001	1474
5149011	5150302	55954	54673	1292	1282	98.92	7631931	99714	0.02	1.29	redundans_scaffold00001	1522
5184619	5188678	92026	96072	4060	4047	94.41	7631931	122795	0.05	3.30	redundans_scaffold00001	1350
5184757	5187403	700987	698330	2647	2658	97.98	7631931	700987	0.03	0.38	redundans_scaffold00001	406
5230681	5943613	1	712933	712933	712933	100.00	7631931	712950	9.34	100.00	redundans_scaffold00001	414
5242876	5245613	148356	151103	2738	2748	90.73	7631931	694223	0.04	0.40	redundans_scaffold00001	518
5248396	5251710	154882	158265	3315	3384	88.49	7631931	694223	0.04	0.49	redundans_scaffold00001	518
5273058	5276652	180507	184185	3595	3679	89.30	7631931	694223	0.05	0.53	redundans_scaffold00001	518
5279646	5286940	196323	203630	7295	7308	91.22	7631931	694223	0.10	1.05	redundans_scaffold00001	518
5290400	5293344	206436	209397	2945	2962	91.74	7631931	694223	0.04	0.43	redundans_scaffold00001	518
5299437	5301507	214653	216689	2071	2037	88.87	7631931	694223	0.03	0.29	redundans_scaffold00001	518
5320855	5322022	233762	234929	1168	1168	92.82	7631931	694223	0.02	0.17	redundans_scaffold00001	518
5323865	5330085	236811	243001	6221	6191	88.45	7631931	694223	0.08	0.89	redundans_scaffold00001	518
5336319	5339147	64219	67048	2829	2830	99.72	7631931	91285	0.04	3.10	redundans_scaffold00001	1426
5340097	5342691	247763	250319	2595	2557	90.91	7631931	694223	0.03	0.37	redundans_scaffold00001	518
5414862	5417226	105838	108189	2365	2352	94.46	7631931	407654	0.03	0.58	redundans_scaffold00001	780
5415384	5416414	659	1688	1031	1030	98.45	7631931	730308	0.01	0.14	redundans_scaffold00001	546
5523927	5525029	8623	7614	1103	1010	88.24	7631931	193909	0.01	0.52	redundans_scaffold00001	1306
5571700	5574064	407882	410224	2365	2343	91.91	7631931	694223	0.03	0.34	redundans_scaffold00001	518
5574074	5575401	410604	411968	1328	1365	88.76	7631931	694223	0.02	0.20	redundans_scaffold00001	518
5575473	5578818	412108	415379	3346	3272	90.41	7631931	694223	0.04	0.47	redundans_scaffold00001	518
5598150	5599398	90554	89308	1249	1247	99.68	7631931	292323	0.02	0.43	redundans_scaffold00001	476
5610315	5613238	442345	445279	2924	2935	87.60	7631931	694223	0.04	0.42	redundans_scaffold00001	518
5615158	5616868	447025	448736	1711	1712	90.32	7631931	694223	0.02	0.25	redundans_scaffold00001	518
5651638	5653687	569395	571443	2050	2049	99.80	7631931	584395	0.03	0.35	redundans_scaffold00001	294
5662046	5666160	483264	487275	4115	4012	89.46	7631931	694223	0.05	0.58	redundans_scaffold00001	518
5673723	5676022	497072	499376	2300	2305	87.33	7631931	694223	0.03	0.33	redundans_scaffold00001	518
5702151	5705036	525066	527887	2886	2822	90.15	7631931	694223	0.04	0.41	redundans_scaffold00001	518
5705927	5707985	529948	531980	2059	2033	90.88	7631931	694223	0.03	0.29	redundans_scaffold00001	518
5724427	5726504	548984	551082	2078	2099	88.11	7631931	694223	0.03	0.30	redundans_scaffold00001	518
5726504	5727872	552375	553700	1369	1326	93.05	7631931	694223	0.02	0.19	redundans_scaffold00001	518
5755991	5757407	554075	555515	1417	1441	94.58	7631931	603357	0.02	0.24	redundans_scaffold00001	520
5764667	5770286	589237	594950	5620	5714	89.91	7631931	694223	0.07	0.82	redundans_scaffold00001	518
5774386	5775526	171028	169881	1141	1148	94.44	7631931	643850	0.01	0.18	redundans_scaffold00001	172
5774417	5775526	39136	40264	1110	1129	95.14	7631931	168270	0.01	0.67	redundans_scaffold00001	1318
5774417	5775526	75460	74334	1110	1127	95.14	7631931	168270	0.01	0.67	redundans_scaffold00001	1318
5774430	5775519	369638	370706	1090	1069	94.52	7631931	536747	0.01	0.20	redundans_scaffold00001	1000
5774435	5775519	179330	180411	1085	1082	95.15	7631931	356596	0.01	0.30	redundans_scaffold00001	424
5784070	5786164	607782	609865	2095	2084	88.73	7631931	694223	0.03	0.30	redundans_scaffold00001	518
5786419	5788273	609930	611847	1855	1918	84.46	7631931	694223	0.02	0.28	redundans_scaffold00001	518
5800933	5804413	621111	624524	3481	3414	90.22	7631931	694223	0.05	0.49	redundans_scaffold00001	518
5804457	5806309	625724	627585	1853	1862	92.35	7631931	694223	0.02	0.27	redundans_scaffold00001	518
5807419	5809102	628129	629843	1684	1715	88.61	7631931	694223	0.02	0.25	redundans_scaffold00001	518
5836593	5844642	96755	88714	8050	8042	99.65	7631931	272732	0.11	2.95	redundans_scaffold00001	130
5847279	5849716	658370	660763	2438	2394	91.03	7631931	694223	0.03	0.34	redundans_scaffold00001	518
5852073	5854335	662443	664672	2263	2230	88.60	7631931	694223	0.03	0.32	redundans_scaffold00001	518
5862994	5865876	671083	673958	2883	2876	92.33	7631931	694223	0.04	0.41	redundans_scaffold00001	518
5867506	5868670	41860	43022	1165	1163	91.10	7631931	97535	0.02	1.19	redundans_scaffold00001	1186
5872017	5874592	681257	683801	2576	2545	90.08	7631931	694223	0.03	0.37	redundans_scaffold00001	518
5877738	5878967	686689	687979	1230	1291	87.41	7631931	694223	0.02	0.19	redundans_scaffold00001	518
5881105	5883996	68400	65509	2892	2892	99.07	7631931	382174	0.04	0.76	redundans_scaffold00001	366
5884002	5901000	412773	429774	16999	17002	99.66	7631931	1062192	0.22	1.60	redundans_scaffold00001	26
5884002	5899983	417879	433845	15982	15967	99.71	7631931	584395	0.21	2.73	redundans_scaffold00001	294
5895829	5901000	431020	436192	5172	5173	99.65	7631931	1062192	0.07	0.49	redundans_scaffold00001	26
5908507	5915961	115614	123061	7455	7448	95.19	7631931	229068	0.10	3.25	redundans_scaffold00001	82
5912844	5915962	281687	278568	3119	3120	95.65	7631931	454087	0.04	0.69	redundans_scaffold00001	840
5943629	5944787	76307	75143	1159	1165	95.38	7631931	76307	0.02	1.53	redundans_scaffold00001	1026
5943629	6049503	1	105875	105875	105875	100.00	7631931	105898	1.39	99.98	redundans_scaffold00001	1764
5945520	5946716	118442	119628	1197	1187	96.60	7631931	237079	0.02	0.50	redundans_scaffold00001	1248
5947176	5953562	74072	67710	6387	6363	93.89	7631931	76307	0.08	8.34	redundans_scaffold00001	1026
5953561	5969276	66597	51021	15716	15577	98.50	7631931	76307	0.21	20.41	redundans_scaffold00001	1026
5960394	5964187	18525	22442	3794	3918	90.11	7631931	417189	0.05	0.94	redundans_scaffold00001	28
5965323	5966934	23734	25373	1612	1640	89.35	7631931	417189	0.02	0.39	redundans_scaffold00001	28
5988911	5992280	51026	47662	3370	3365	97.85	7631931	76307	0.04	4.41	redundans_scaffold00001	1026
5991567	5995244	30745	34415	3678	3671	91.07	7631931	417189	0.05	0.88	redundans_scaffold00001	28
5992279	5998135	46634	40839	5857	5796	97.07	7631931	76307	0.08	7.60	redundans_scaffold00001	1026
5998313	6004874	40637	34095	6562	6543	94.86	7631931	76307	0.09	8.57	redundans_scaffold00001	1026
6004871	6019982	32985	17509	15112	15477	95.68	7631931	76307	0.20	20.28	redundans_scaffold00001	1026
6037201	6039443	80844	83086	2243	2243	93.98	7631931	347862	0.03	0.64	redundans_scaffold00001	154
6039834	6043804	17514	13498	3971	4017	96.16	7631931	76307	0.05	5.26	redundans_scaffold00001	1026
6042286	6045528	13506	10183	3243	3324	90.23	7631931	76307	0.04	4.36	redundans_scaffold00001	1026
6045529	6046720	9499	8314	1192	1186	91.40	7631931	76307	0.02	1.55	redundans_scaffold00001	1026
6046893	6049503	2744	25	2611	2720	91.31	7631931	76307	0.03	3.56	redundans_scaffold00001	1026
6049519	6244493	194978	4	194975	194975	100.00	7631931	194978	2.55	100.00	redundans_scaffold00001	300
6058116	6060926	68952	71781	2811	2830	90.99	7631931	417189	0.04	0.68	redundans_scaffold00001	28
6063546	6073300	390885	400579	9755	9695	96.29	7631931	598935	0.13	1.62	redundans_scaffold00001	304
6077555	6078678	62377	61256	1124	1122	91.43	7631931	474369	0.01	0.24	redundans_scaffold00001	262
6077560	6078678	78170	79329	1119	1160	89.11	7631931	474369	0.01	0.24	redundans_scaffold00001	262
6084692	6088417	84514	88241	3726	3728	89.96	7631931	417189	0.05	0.89	redundans_scaffold00001	28
6089562	6090663	34024	32871	1102	1154	91.38	7631931	82266	0.01	1.40	redundans_scaffold00001	868
6090723	6092041	45992	44671	1319	1322	92.10	7631931	474369	0.02	0.28	redundans_scaffold00001	262
6090723	6092041	119818	121144	1319	1327	91.54	7631931	474369	0.02	0.28	redundans_scaffold00001	262
6090723	6092041	89121	90495	1319	1375	88.19	7631931	417189	0.02	0.33	redundans_scaffold00001	28
6097957	6100901	96046	98917	2945	2872	87.79	7631931	417189	0.04	0.69	redundans_scaffold00001	28
6098456	6099686	172634	173835	1231	1202	92.00	7631931	474369	0.02	0.25	redundans_scaffold00001	262
6104591	6107179	178023	180613	2589	2591	89.00	7631931	474369	0.03	0.55	redundans_scaffold00001	262
6108084	6110219	181569	183708	2136	2140	93.30	7631931	474369	0.03	0.45	redundans_scaffold00001	262
6108084	6110219	208211	210349	2136	2139	93.39	7631931	474369	0.03	0.45	redundans_scaffold00001	262
6108164	6110862	103627	106372	2699	2746	90.80	7631931	417189	0.04	0.66	redundans_scaffold00001	28
6110930	6115237	106636	110828	4308	4193	88.51	7631931	417189	0.06	1.01	redundans_scaffold00001	28
6111755	6116279	213453	218022	4525	4570	87.42	7631931	474369	0.06	0.96	redundans_scaffold00001	262
6120548	6121671	867906	869022	1124	1117	98.32	7631931	1137748	0.01	0.10	redundans_scaffold00001	486
6121672	6123274	118395	119935	1603	1541	88.21	7631931	417189	0.02	0.37	redundans_scaffold00001	28
6121946	6123290	227851	229172	1345	1322	88.92	7631931	474369	0.02	0.28	redundans_scaffold00001	262
6130279	6134077	260324	264112	3799	3789	91.17	7631931	474369	0.05	0.80	redundans_scaffold00001	262
6131535	6135226	127140	130794	3692	3655	90.19	7631931	417189	0.05	0.88	redundans_scaffold00001	28
6149871	6151923	142404	144455	2053	2052	89.37	7631931	417189	0.03	0.49	redundans_scaffold00001	28
6149905	6153264	295514	298902	3360	3389	89.21	7631931	474369	0.04	0.71	redundans_scaffold00001	262
6158898	6160710	301497	303340	1813	1844	87.43	7631931	474369	0.02	0.39	redundans_scaffold00001	262
6161747	6166046	303627	307943	4300	4317	90.01	7631931	474369	0.06	0.91	redundans_scaffold00001	262
6188767	6191270	326969	329406	2504	2438	88.47	7631931	474369	0.03	0.51	redundans_scaffold00001	262
6196591	6203195	339055	345742	6605	6688	91.06	7631931	474369	0.09	1.41	redundans_scaffold00001	262
6210576	6215927	354113	359455	5352	5343	90.83	7631931	474369	0.07	1.13	redundans_scaffold00001	262
6222507	6224557	388661	390718	2051	2058	91.26	7631931	474369	0.03	0.43	redundans_scaffold00001	262
6224557	6227484	390888	393829	2928	2942	92.96	7631931	474369	0.04	0.62	redundans_scaffold00001	262
6229591	6230666	398229	399293	1076	1065	92.51	7631931	474369	0.01	0.22	redundans_scaffold00001	262
6229591	6232022	207865	210268	2432	2404	92.14	7631931	417189	0.03	0.58	redundans_scaffold00001	28
6235451	6236603	213095	214249	1153	1155	94.38	7631931	417189	0.02	0.28	redundans_scaffold00001	28
6235571	6239176	415881	419555	3606	3675	92.08	7631931	474369	0.05	0.77	redundans_scaffold00001	262
6236596	6239167	214421	216999	2572	2579	91.44	7631931	417189	0.03	0.62	redundans_scaffold00001	28
6239470	6240576	419637	420758	1107	1122	89.47	7631931	474369	0.01	0.24	redundans_scaffold00001	262
6241030	6244362	218952	222176	3333	3225	89.59	7631931	417189	0.04	0.77	redundans_scaffold00001	28
6244524	6697452	1	452929	452929	452929	100.00	7631931	606596	5.93	74.67	redundans_scaffold00001	776
6305262	6306998	10322	12061	1737	1740	89.84	7631931	229068	0.02	0.76	redundans_scaffold00001	82
6308028	6310647	12170	14639	2620	2470	87.13	7631931	229068	0.03	1.08	redundans_scaffold00001	82
6321083	6322201	107252	108406	1119	1155	93.79	7631931	112959	0.01	1.02	redundans_scaffold00001	786
6321090	6322195	870	2008	1106	1139	93.96	7631931	28816	0.01	3.95	redundans_scaffold00001	1746
6321090	6322195	30414	29275	1106	1140	94.05	7631931	35232	0.01	3.24	redundans_scaffold00001	1782
6321092	6322195	72255	73392	1104	1138	94.21	7631931	112959	0.01	1.01	redundans_scaffold00001	786
6344657	6348944	68571	72972	4288	4402	89.66	7631931	229068	0.06	1.92	redundans_scaffold00001	82
6356257	6357892	78771	80408	1636	1638	94.68	7631931	229068	0.02	0.72	redundans_scaffold00001	82
